코드,제형,주성분명칭,분류번호,투여,함량,단위
D18400ATB,TB,astragalus root ext. powder,319,내복,5,mg
D18500ATB,TB,nicotinamide,319,내복,30,mg
D18500ATB,TB,riboflavin,319,내복,30,mg
D18500ATB,TB,anhydrous dibasic calcium phosphate,319,내복,0.10202,g
D18500ATB,TB,β-carotene,319,내복,5,mg
D18500ATB,TB,benfotiamine (as thiamine hydrochloride),319,내복,21.69,mg
D18500ATB,TB,biotin,319,내복,0.16,mg
D18500ATB,TB,magnesium oxide,319,내복,24.88,mg
D18500ATB,TB,zinc oxide,319,내복,12.45,mg
D18500ATB,TB,cupric oxide,319,내복,1.56,mg
D18500ATB,TB,yeast selenium (as selenium),319,내복,60,μg
D18500ATB,TB,cyanocobalamin,319,내복,50,μg
D18500ATB,TB,ursodeoxycholic acid,319,내복,10,mg
D18500ATB,TB,inositol,319,내복,30,mg
D18500ATB,TB,ascorbic acid,319,내복,50,mg
D18500ATB,TB,choline bitartrate,319,내복,30,mg
D18500ATB,TB,cholecalciferol concentrated powder (as vitamin D3),319,내복,320,I.U
D18500ATB,TB,yeast chromium (as chromium),319,내복,17,μg
D18500ATB,TB,tocopherol acetate (as vitamin E),319,내복,10,I.U
D18500ATB,TB,calcium pantothenate,319,내복,30,mg
D18500ATB,TB,folic acid,319,내복,0.16,mg
D18500ATB,TB,pyridoxine hydrochloride,319,내복,30,mg
D18600ATB,TB,potassium citrate,319,내복,0.62,mg
D18600ATB,TB,nicotinamide,319,내복,29.76,mg
D18600ATB,TB,riboflavin,319,내복,3.4,mg
D18600ATB,TB,biotin,319,내복,15,μg
D18600ATB,TB,magnesium oxide,319,내복,0.1658,g
D18600ATB,TB,yeast selenium (as selenium),319,내복,50,μg
D18600ATB,TB,cyanocobalamin,319,내복,9,μg
D18600ATB,TB,ergocalciferol,319,내복,400,I.U
D18600ATB,TB,potassium chloride,319,내복,13.79,mg
D18600ATB,TB,ubidecarenone,319,내복,2,mg
D18600ATB,TB,ascorbic acid,319,내복,0.25,g
D18600ATB,TB,choline bitartrate,319,내복,2,mg
D18600ATB,TB,tocopherol acetate (as vitamin E),319,내복,15,I.U
D18600ATB,TB,thiamine nitrate,319,내복,3.7,mg
D18600ATB,TB,calcium pantothenate,319,내복,10.87,mg
D18600ATB,TB,retinol palmitate granule (as vitamin A 5500I.U),319,내복,11,mg
D18600ATB,TB,folic acid,319,내복,0.4,mg
D18600ATB,TB,fursultiamine,319,내복,2,mg
D18600ATB,TB,ferrous fumarate,319,내복,82.14,mg
D18600ATB,TB,pyridoxine hydrochloride,319,내복,3.65,mg
D18600ATB,TB,manganese sulfate,319,내복,15.38,mg
D18600ATB,TB,zinc sulfate,319,내복,65.97,mg
D18700ALQ,LQ,glycyrrhiza 30% ethanol fluid ext.,233,내복,0.45,ml
D18700ALQ,LQ,ginger 70% ethanol tinc.(1→5),233,내복,0.3,ml
D18700ALQ,LQ,cinnamon bark 30% ethanol fluid ext.,233,내복,0.15,ml
D18700ALQ,LQ,ursodeoxycholic acid,233,내복,10,mg
D18700ALQ,LQ,ginseng 30% ethanol fluid ext.,233,내복,0.05,ml
D18700ALQ,LQ,citrus unshiu peel 70% ethanol tinc.(1→5),233,내복,0.5,ml
D18700ALQ,LQ,atractylodes rhizome 30% ethanol fluid ext.,233,내복,0.65,ml
D18700ALQ,LQ,fennel 30% ethanol tinc.(1→5),233,내복,0.5,ml
D18700ALQ,LQ,dl-carnitine HCl,233,내복,167,mg
D18800ATB,TB,powdered cinnamon bark,237,내복,3.333,mg
D18800ATB,TB,natto powder,237,내복,1.111,mg
D18800ATB,TB,swertiae herba powder,237,내복,3.333,mg
D18800ATB,TB,dimethylpolysiloxane,237,내복,9.4,mg
D18800ATB,TB,lactomin,237,내복,3.333,mg
D18800ATB,TB,methylmethionine sulfonium chloride,237,내복,3.333,mg
D18800ATB,TB,calcium carbonate p.p.t.,237,내복,33.333,mg
D18800ATB,TB,magnesium carbonate,237,내복,33.333,mg
D18800ATB,TB,calcium pantothenate,237,내복,2.5,mg
D18800ATB,TB,fennel powder,237,내복,3.333,mg
D18900ATB,TB,clostridium butyricum toa powder,238,내복,30,mg
D18900ATB,TB,natto powder,238,내복,3.333,mg
D18900ATB,TB,aloe ext.,238,내복,63.333,mg
D18900ATB,TB,calcium pantothenate,238,내복,10,mg
D18900ATB,TB,pyridoxine HCl,238,내복,16.667,mg
D19100ACH,CH,caffeine anhydrous,237,내복,12.5,mg
D19100ACH,CH,chlorpheniramine maleate,237,내복,1.25,mg
D19100ACH,CH,dl-methylephedrine hydrochloride,237,내복,10,mg
D19100ACH,CH,glycyrrhiza dried ext.(7.8→1),237,내복,10.667,mg
D19100ACH,CH,ibuprofen,237,내복,75,mg
D19100ACH,CH,platycodon root 50% ethanol dried ext. (10→1),237,내복,6.667,mg
D19100ACH,CH,tipepidine hibenzate,237,내복,12.5,mg
D19200CLQ,LQ,glycol salicylate,264,외용,25,mg
D19200CLQ,LQ,l-menthol,264,외용,30,mg
D19200CLQ,LQ,chlorpheniramine maleate,264,외용,1,mg
D19200CLQ,LQ,tocopherol acetate,264,외용,1,mg
D19300CLQ,LQ,naphazoline hydrochloride,261,외용,1,mg
D19300CLQ,LQ,dibucaine hydrochloride,261,외용,1,mg
D19300CLQ,LQ,benzalkonium chloride,261,외용,1,mg
D19300CLQ,LQ,chlorpheniramine maleate,261,외용,2,mg
D19400ALQ,LQ,glycyrrhiza,233,내복,500,mg
D19400ALQ,LQ,citrus unshiu peel,233,내복,500,mg
D19400ALQ,LQ,atractylodes rhizome,233,내복,"1,300",mg
D19400ALQ,LQ,magnolia bark,233,내복,"1,000",mg
D19400ALQ,LQ,l-menthol,233,내복,10,mg
D19400ALQ,LQ,ursodeoxycholic acid,233,내복,27,mg
D19500ACS,CS,acetaminophen,114,내복,0.25,g
D19500ACS,CS,chlorpheniramine maleate,114,내복,2.4,mg
D19500ACS,CS,pseudoephedrine hydrochloride,114,내복,30,mg
D19700ACS,CS,acetaminophen,114,내복,0.2,g/정(주간용)
D19700ACS,CS,acetaminophen,114,내복,0.2,g/정(야간용)
D19700ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg/정(주간용)
D19700ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg/정(야간용)
D19700ACS,CS,doxylamine succinate,114,내복,12.5,mg/정(야간용)
D19700ACS,CS,guaifenesin,114,내복,40,mg/정(주간용)
D19700ACS,CS,guaifenesin,114,내복,40,mg/정(야간용)
D19700ACS,CS,phenylephrine hydrochloride,114,내복,5,mg/정(주간용)
D19700ACS,CS,phenylephrine hydrochloride,114,내복,5,mg/정(야간용)
D19800ACS,CS,nicotinamide,319,내복,15,mg
D19800ACS,CS,d-α-tocopherol,319,내복,200,I.U
D19800ACS,CS,riboflavin,319,내복,15,mg
D19800ACS,CS,β-carotene,319,내복,15,mg
D19800ACS,CS,yeast selenium,319,내복,92.6,mg
D19800ACS,CS,ascorbic acid,319,내복,500,mg
D19800ACS,CS,thiamine nitrate,319,내복,15,mg
D19800ACS,CS,calcium pantothenate,319,내복,15,mg
D19800ACS,CS,pyridoxine HCl,319,내복,15,mg
D19900COS,OS,aminocaproic acid,131,외용,15,mg
D19900COS,OS,chlorpheniramine maleate,131,외용,0.2,mg
D19900COS,OS,naphazoline HCl,131,외용,0.02,mg
D19900COS,OS,neostigmine methylsulfate,131,외용,0.03,mg
D20000COS,OS,neostigmine methylsulfate,131,외용,0.05,mg
D20000COS,OS,retinol palmitate,131,외용,330,I.U
D20000COS,OS,chlorpheniramine maleate,131,외용,0.3,mg
D20000COS,OS,taurine,131,외용,1,mg
D20000COS,OS,tetrahydrozoline hydrochloride,131,외용,0.1,mg
D20000COS,OS,pyridoxine hydrochloride,131,외용,0.3,mg
D20000COS,OS,d-α-tocopherol acetate,131,외용,0.5,mg
D20000COS,OS,potassium L-aspartate,131,외용,10,mg
D20100ATB,TB,ascorbic acid granule 97%  (as ascorbic acid),319,내복,0.25,g
D20100ATB,TB,calcium pantothenate,319,내복,12,mg
D20100ATB,TB,L-cysteine,319,내복,60,mg
D20100ATB,TB,γ-oryzanol,319,내복,10,mg
D20100ATB,TB,pyridoxine hydrochloride,319,내복,3,mg
D20100ATB,TB,riboflavin,319,내복,6,mg
D20100ATB,TB,tocopherol acetate(as vitamin E),319,내복,50,I.U
D20200ATB,TB,cyanocobalamin,319,내복,50,μg
D20200ATB,TB,ascorbic acid granule 97% (as ascorbic acid),319,내복,0.2,g
D20200ATB,TB,ursodeoxycholic acid,319,내복,10,mg
D20200ATB,TB,cholecalciferol granule (as vitamin D),319,내복,400,I.U
D20200ATB,TB,pyridoxine hydrochloride,319,내복,25,mg
D20200ATB,TB,calcium pantothenate,319,내복,40,mg
D20200ATB,TB,folic acid,319,내복,0.25,mg
D20200ATB,TB,nicotinamide,319,내복,50,mg
D20200ATB,TB,riboflavin,319,내복,25,mg
D20200ATB,TB,anhydrous dibasic calcium phosphate,319,내복,0.16974,g
D20200ATB,TB,benfotiamine (as thiamine hydrochloride),319,내복,36.15,mg
D20200ATB,TB,biotin,319,내복,0.25,mg
D20200ATB,TB,magnesium oxide,319,내복,0.1,g
D20200ATB,TB,zinc oxide,319,내복,18.7,mg
D20300ATB,TB,light magnesium oxide,319,내복,24.88,mg
D20300ATB,TB,nicotinamide,319,내복,30,mg
D20300ATB,TB,riboflavin,319,내복,30,mg
D20300ATB,TB,anhydrous dibasic calcium phosphate,319,내복,0.102,g
D20300ATB,TB,benfotiamine (as thiamine hydrochloride),319,내복,21.69,mg
D20300ATB,TB,biotin,319,내복,0.16,mg
D20300ATB,TB,zinc oxide,319,내복,18.7,mg
D20300ATB,TB,yeast selenium,319,내복,60,mg
D20300ATB,TB,cyanocobalamin,319,내복,50,μg
D20300ATB,TB,ursodeoxycholic acid,319,내복,7,mg
D20300ATB,TB,inositol,319,내복,30,mg
D20300ATB,TB,ascorbic acid,319,내복,50,mg
D20300ATB,TB,choline bitartrate,319,내복,30,mg
D20300ATB,TB,cholecalciferol concentrated powder,319,내복,3.2,mg
D20300ATB,TB,tocopherol acetate (as vitamin E),319,내복,50,I.U
D20300ATB,TB,calcium pantothenate,319,내복,30,mg
D20300ATB,TB,folic acid,319,내복,0.16,mg
D20300ATB,TB,pyridoxine hydrochloride,319,내복,30,mg
D20400ATB,TB,caffeine anhydrous,114,내복,15,mg
D20400ATB,TB,ibuprofen,114,내복,0.2,g
D20500ATB,TB,magnesium hydroxide,234,내복,35,mg
D20500ATB,TB,calcium carbonate p.p.t.,234,내복,350,mg
D20500ATB,TB,L-menthol,234,내복,6,mg
D20600ATB,TB,caffeine anhydrous,114,내복,15,mg
D20600ATB,TB,fursultiamine,114,내복,10,mg
D20600ATB,TB,ibuprofen,114,내복,0.2,g
D20800ATB,TB,γ-oryzanol,319,내복,10,mg
D20800ATB,TB,nicotinamide,319,내복,5,mg
D20800ATB,TB,riboflavin,319,내복,6,mg
D20800ATB,TB,benfotiamine (as thiamine hydrochloride),319,내복,12.5,mg
D20800ATB,TB,magnesium oxide,319,내복,16.6,mg
D20800ATB,TB,zinc oxide,319,내복,24.9,mg
D20800ATB,TB,yeast selenium (as selenium),319,내복,25,μg
D20800ATB,TB,cyanocobalamin,319,내복,6,μg
D20800ATB,TB,ascorbic acid,319,내복,0.5,g
D20800ATB,TB,ursodeoxycholic acid,319,내복,15,mg
D20800ATB,TB,cholecalciferol granule (as vitamin D),319,내복,100,I.U
D20800ATB,TB,tocopherol acetate (as vitamin E),319,내복,50,I.U
D20800ATB,TB,calcium pantothenate,319,내복,5,mg
D20800ATB,TB,folic acid,319,내복,0.2,mg
D20800ATB,TB,pyridoxine hydrochloride,319,내복,5,mg
D20900ATB,TB,ascorbic acid,316,내복,0.5,g
D20900ATB,TB,calcium pantothenate,316,내복,27.2,mg
D20900ATB,TB,cholecalciferol granule (as vitamin D),316,내복,400,I.U
D20900ATB,TB,cupric oxide,316,내복,2.51,mg
D20900ATB,TB,cyanocobalamin,316,내복,18,μg
D20900ATB,TB,dried retinol palmitate granule (as vitamin A 5000I.U),316,내복,10,mg
D20900ATB,TB,ferrous fumarate,316,내복,54.76,mg
D20900ATB,TB,folic acid,316,내복,0.4,mg
D20900ATB,TB,manganese sulfate,316,내복,3.08,mg
D20900ATB,TB,nicotinamide,316,내복,67.95,mg
D20900ATB,TB,potassium iodide,316,내복,0.65,mg
D20900ATB,TB,potassium sulfate,316,내복,11.04,mg
D20900ATB,TB,pyridoxine hydrochloride,316,내복,7.29,mg
D20900ATB,TB,riboflavin,316,내복,10,mg
D20900ATB,TB,thiamine nitrate,316,내복,12.34,mg
D20900ATB,TB,tocopherol acetate (as vitamin E),316,내복,30,I.U
D20900ATB,TB,yeast selenium (as selenium),316,내복,10,μg
D20900ATB,TB,zinc oxide,316,내복,51.28,mg
D21000CCM,CM,dexpanthenol,490,외용,100,mg
D21000CCM,CM,allantoin,490,외용,50,mg
D21000CCM,CM,heparin sodium,490,외용,500,I.U
D21100ACH,CH,acetaminophen,114,내복,0.2,g
D21100ACH,CH,ascorbic acid,114,내복,83.3,mg
D21100ACH,CH,caffeine anhydrous,114,내복,10,mg
D21100ACH,CH,chlorpheniramine maleate,114,내복,1.25,mg
D21100ACH,CH,cloperastine hydrochloride,114,내복,8,mg
D21100ACH,CH,dl-methylephedrine hydrochloride,114,내복,12.5,mg
D21100ACH,CH,riboflavin,114,내복,2,mg
D21100ACH,CH,thiamine nitrate,114,내복,4.1,mg
D21200ACH,CH,riboflavin,114,내복,2,mg
D21200ACH,CH,pseudoephedrine hydrochloride,114,내복,15,mg
D21200ACH,CH,acetaminophen,114,내복,0.2,g
D21200ACH,CH,ascorbic acid,114,내복,65,mg
D21200ACH,CH,caffeine anhydrous,114,내복,10,mg
D21200ACH,CH,chlorpheniramine maleate,114,내복,1.25,mg
D21200ACH,CH,cloperastine hydrochloride,114,내복,8,mg
D21200ACH,CH,thiamine nitrate,114,내복,4,mg
D21200ACH,CH,dl-methylephedrine hydrochloride,114,내복,12.5,mg
D21300AGN,GN,lipase Ⅱ,233,내복,10,mg
D21300AGN,GN,cellulase AP3Ⅱ,233,내복,8,mg
D21300AGN,GN,panprosin,233,내복,8,mg
D21400AGN,GN,riboflavin,114,내복,4,mg
D21400AGN,GN,소청룡탕건조엑스(13→1),114,내복,0.2,g
D21400AGN,GN,acetaminophen,114,내복,0.4,g
D21400AGN,GN,ascorbic acid,114,내복,0.1,g
D21400AGN,GN,chlorpheniramine maleate,114,내복,2.5,mg
D21400AGN,GN,cloperastine hydrochloride,114,내복,15,mg
D21400AGN,GN,phenylephrine hydrochloride,114,내복,6,mg
D21600CLQ,LQ,chlorhexidine gluconate solution(as chlorhexidine gluconate),261,외용,20,mg
D21600CLQ,LQ,ethanol,261,외용,0.75,ml
D21800ACS,CS,cholecalciferol concentrated(oily form),319,내복,0.8,mg
D21800ACS,CS,tocopherol acetate(as vitamin E),319,내복,10,I.U
D21900ACS,CS,ibuprofen,114,내복,0.2,g
D21900ACS,CS,pamabrom,114,내복,25,mg
D22000ACS,CS,acetaminophen,114,내복,0.2,g
D22000ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg
D22000ACS,CS,guaifenesin,114,내복,42,mg
D22000ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg
D22100ACS,CS,acetaminophen,114,내복,0.25,g
D22100ACS,CS,chlorpheniramine maleate,114,내복,1.9,mg
D22100ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg
D22100ACS,CS,pseudoephedrine hydrochloride,114,내복,22.5,mg
D22200ACS,CS,acetaminophen,114,내복,0.18,g
D22200ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg
D22200ACS,CS,dl-methylephedrine hydrochloride,114,내복,12.5,mg
D22200ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg
D22200ACS,CS,triprolidine hydrochloride,114,내복,0.66,mg
D22300ACS,CS,acetaminophen,114,내복,0.18,g
D22300ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg
D22300ACS,CS,guaifenesin,114,내복,41.66,mg
D22300ACS,CS,noscapine hydrochloride,114,내복,4,mg
D22300ACS,CS,triprolidine hydrochloride,114,내복,0.66,mg
D22400ACS,CS,acetaminophen,114,내복,0.18,g
D22400ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg
D22400ACS,CS,dl-methylephedrine hydrochloride,114,내복,12.5,mg
D22400ACS,CS,guaifenesin,114,내복,20.84,mg
D22400ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg
D22400ACS,CS,triprolidine hydrochloride,114,내복,0.66,mg
D22500ACS,CS,chlorpheniramine maleate,222,내복,3,mg
D22500ACS,CS,dextromethorphan hydrobromide,222,내복,15,mg
D22500ACS,CS,guaifenesin,222,내복,75,mg
D22500ACS,CS,trimetoquinol hydrochloride,222,내복,2,mg
D22600ACS,CS,acetaminophen,114,내복,0.2,g/정(주간용)
D22600ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg/정(주간용)
D22600ACS,CS,guaifenesin,114,내복,40,mg/정(주간용)
D22600ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg/정(주간용)
D22600ACS,CS,acetaminophen,114,내복,0.2,g/정(야간용)
D22600ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg/정(야간용)
D22600ACS,CS,diphenhydramine hydrochloride,114,내복,20,mg/정(야간용)
D22600ACS,CS,guaifenesin,114,내복,40,mg/정(야간용)
D22600ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg/정(야간용)
D22700ACS,CS,ascorbic acid,316,내복,0.1,g
D22700ACS,CS,folic acid,316,내복,0.5,mg
D22700ACS,CS,pyridoxine hydrochloride,316,내복,45,mg
D22700ACS,CS,riboflavin,316,내복,10,mg
D22700ACS,CS,thiamine nitrate,316,내복,20,mg
D22800AGN,GN,sodium alginate,232,내복,500,mg
D22800AGN,GN,sodium bicarbonate,232,내복,267,mg
D22800AGN,GN,precipitated calcium carbonate,232,내복,160,mg
D22900ATB,TB,aluminum hydroxide gel(dried),234,내복,250,mg
D22900ATB,TB,methylmethionine sulfonium chloride,234,내복,25,mg
D22900ATB,TB,magnesium oxide,234,내복,120,mg
D22900ATB,TB,scopolia ext.,234,내복,5,mg
D23000ATB,TB,aloe dried ext.,238,내복,100,mg
D23000ATB,TB,lactobacillus acidophillus tyndalized gr.,238,내복,10,mg
D23000ATB,TB,magnesium hydroxide,238,내복,350,mg
D23000ATB,TB,ursodesoxycholic acid,238,내복,10,mg
D23100ATB,TB,calcium citrate,319,내복,0.886,g
D23100ATB,TB,cholecalciferol granule (as vitamin D),319,내복,200,I.U
D23100ATB,TB,cyanocobalamin,319,내복,10,μg
D23100ATB,TB,folic acid,319,내복,0.125,mg
D23100ATB,TB,magnesium oxide,319,내복,0.1551,g
D23400ACH,CH,acetaminophen,114,내복,0.2,g
D23400ACH,CH,caffeine anhydrous,114,내복,10,mg
D23400ACH,CH,chlorpheniramine maleate,114,내복,1.25,mg
D23400ACH,CH,cloperastine hydrochloride,114,내복,7,mg
D23400ACH,CH,dl-methylephedrine hydrochloride,114,내복,6.5,mg
D23400ACH,CH,guaifenesin,114,내복,40,mg
D23400ACH,CH,pseudoephedrine hydrochloride,114,내복,8,mg
D23500ACS,CS,nicotinamide,319,내복,50,mg
D23500ACS,CS,retinol palmitate,319,내복,1.471,mg
D23500ACS,CS,riboflavin,319,내복,12,mg
D23500ACS,CS,cupric sulfate anhydrous,319,내복,1.26,mg
D23500ACS,CS,biotin,319,내복,45,μg
D23500ACS,CS,magnesium oxide,319,내복,10,mg
D23500ACS,CS,zinc oxide,319,내복,31.12,mg
D23500ACS,CS,yeast selenium,319,내복,38.462,mg
D23500ACS,CS,cyanocobalamin,319,내복,5,μg
D23500ACS,CS,ascorbic acid,319,내복,50,mg
D23500ACS,CS,ursodeoxycholic acid,319,내복,10,mg
D23500ACS,CS,ubidecarenone,319,내복,10,mg
D23500ACS,CS,tocopherol acetate,319,내복,30,mg
D23500ACS,CS,thiamine nitrate,319,내복,25,mg
D23500ACS,CS,calcium pantothenate,319,내복,30,mg
D23500ACS,CS,folic acid,319,내복,0.1,mg
D23500ACS,CS,ferrous fumarate,319,내복,54.76,mg
D23500ACS,CS,pyridoxine hydrochloride,319,내복,1,mg
D23500ACS,CS,phytonadione,319,내복,60,μg
D23500ACS,CS,manganese sulfate,319,내복,1.54,mg
D23500ACS,CS,potassium sulfate,319,내복,5.57,mg
D23600ATB,TB,magnesium oxide,319,내복,100,mg
D23600ATB,TB,cyanocobalamin,319,내복,3,㎍
D23600ATB,TB,ascorbic acid gr.,319,내복,206.2,mg
D23600ATB,TB,cholecalciferol concentrate,319,내복,3,mg
D23600ATB,TB,calcium pantothenate,319,내복,30,mg
D23600ATB,TB,pyridoxine HCl,319,내복,20,mg
D23600ATB,TB,zinc sulfate hydrate,319,내복,10,mg
D23700ATB,TB,ascorbic acid coated,319,내복,0.36517,g
D23700ATB,TB,calcium pantothenate,319,내복,0.1,g
D23700ATB,TB,cyanocobalamin,319,내복,50,μg
D23700ATB,TB,folic acid,319,내복,25,μg
D23700ATB,TB,magnesium oxide,319,내복,0.1658,g
D23700ATB,TB,pyridoxine hydrochloride,319,내복,50,mg
D23700ATB,TB,red ginseng 70% ethanol soft ext.,319,내복,0.12,g
D23800ACS,CS,acetaminophen,114,내복,0.2,g
D23800ACS,CS,chlorpheniramine maleate,114,내복,1,mg
D23800ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg
D23900ACS,CS,acetaminophen,114,내복,0.2,g
D23900ACS,CS,chlorpheniramine maleate,114,내복,1.25,mg
D23900ACS,CS,dextromethorphan hydrobromide,114,내복,8,mg
D23900ACS,CS,guaifenesin,114,내복,40,mg
D24000ACS,CS,acetaminophen,114,내복,200,mg
D24000ACS,CS,guaifenesin,114,내복,30,mg
D24000ACS,CS,dl-methylephedrine HCl,114,내복,12.5,mg
D24000ACS,CS,pseudoephedrine HCl,114,내복,15,mg
D24000ACS,CS,dextromethorphan HBr,114,내복,7.5,mg
D24000ACS,CS,chlorpheniramine maleate,114,내복,1.25,mg
D24000ACS,CS,lysozyme chloride,114,내복,10,mg
D24100ATB,TB,calcium carbonate,321,내복,"1,500",mg
D24100ATB,TB,cholecalciferol,321,내복,500,I.U
D24300ATB,TB,γ-oryzanol,319,내복,3,mg
D24300ATB,TB,nicotinamide,319,내복,20,mg
D24300ATB,TB,riboflavin,319,내복,20,mg
D24300ATB,TB,β-carotene,319,내복,2,mg
D24300ATB,TB,benfotiamine,319,내복,30,mg
D24300ATB,TB,magnesium oxide,319,내복,0.1,g
D24300ATB,TB,zinc oxide,319,내복,18.7,mg
D24300ATB,TB,yeast selenium,319,내복,23.15,mg
D24300ATB,TB,cyanocobalamin,319,내복,20,μg
D24300ATB,TB,calcium citrate,319,내복,0.12,g
D24300ATB,TB,ascorbic acid,319,내복,0.1,g
D24300ATB,TB,ursodeoxycholic acid,319,내복,5,mg
D24300ATB,TB,ubidecarenone,319,내복,5,mg
D24300ATB,TB,inositol,319,내복,30,mg
D24300ATB,TB,choline bitartrate,319,내복,30,mg
D24300ATB,TB,cholecalciferol granule (as vitamin D),319,내복,1,KI.U
D24300ATB,TB,yeast chromium,319,내복,30,mg
D24300ATB,TB,tocopherol acetate (as vitamin E),319,내복,100,I.U
D24300ATB,TB,calcium pantothenate,319,내복,20,mg
D24300ATB,TB,retinol palmitate granule (as vitamin A 2000I.U),319,내복,4,mg
D24300ATB,TB,folic acid,319,내복,0.25,mg
D24300ATB,TB,pyridoxine hydrochloride,319,내복,20,mg
D24300ATB,TB,cupric sulfate,319,내복,3.9,mg
D24300ATB,TB,manganese sulfate,319,내복,3.08,mg
D24300ATB,TB,d-biotin,319,내복,50,μg
D24400CLQ,LQ,chlorhexidine gluconate solution,261,외용,0.1,ml
D24400CLQ,LQ,ethanol,261,외용,0.75,ml
D24500ACS,CS,acetaminophen,114,내복,0.2,g/정(주간용)
D24500ACS,CS,guaifenesin,114,내복,40,mg/정(주간용)
D24500ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg/정(주간용)
D24500ACS,CS,dextromethorphan hydrobromide,114,내복,5,mg/정(주간용)
D24500ACS,CS,caffeine anhydrous,114,내복,12.5,mg/정(주간용)
D24500ACS,CS,chlorpheniramine maleate,114,내복,1,mg/정(주간용)
D24500ACS,CS,acetaminophen,114,내복,0.2,g/정(야간용)
D24500ACS,CS,guaifenesin,114,내복,40,mg/정(야간용)
D24500ACS,CS,pseudoephedrine hydrochloride,114,내복,15,mg/정(야간용)
D24500ACS,CS,dextromethorphan hydrobromide,114,내복,5,mg/정(야간용)
D24500ACS,CS,chlorpheniramine maleate,114,내복,1,mg/정(야간용)
D24600ACS,CS,ascorbic acid,319,내복,0.5,g
D24600ACS,CS,γ-oryzanol,319,내복,10,mg
D24600ACS,CS,pyridoxine hydrochloride,319,내복,10,mg
D24600ACS,CS,riboflavin,319,내복,12,mg
D24600ACS,CS,tocopherol,319,내복,90.909,mg
D24600ACS,CS,ubidecarenone,319,내복,10,mg
D24600ACS,CS,yeast selenium,319,내복,38.462,mg
D24600ACS,CS,β-carotene,319,내복,10,mg
D24800ATB,TB,ascorbic acid granule (as ascorbic acid),319,내복,0.2,g
D24800ATB,TB,calcium pantothenate,319,내복,30,mg
D24800ATB,TB,cholecalciferol concentrated,319,내복,3,mg
D24800ATB,TB,cyanocobalamin,319,내복,0.3,mg
D24800ATB,TB,magnesium oxide,319,내복,0.1,g
D24800ATB,TB,pyridoxine hydrochloride,319,내복,20,mg
D24800ATB,TB,zinc sulfate,319,내복,10,mg
D25000ATB,TB,γ-oryzanol,319,내복,5,mg
D25000ATB,TB,nicotinamide,319,내복,50,mg
D25000ATB,TB,riboflavin,319,내복,50,mg
D25000ATB,TB,anhydrous dibasic calcium phosphate,319,내복,0.1,g
D25000ATB,TB,benfotiamine (as thiamine hydrochloride),319,내복,36.15,mg
D25000ATB,TB,biotin,319,내복,0.2,mg
D25000ATB,TB,magnesium oxide,319,내복,0.1,g
D25000ATB,TB,cyanocobalamin,319,내복,50,μg
D25000ATB,TB,ursodeoxycholic acid,319,내복,30,mg
D25000ATB,TB,ubidecarenone,319,내복,10,mg
D25000ATB,TB,inositol,319,내복,50,mg
D25000ATB,TB,ascorbic acid,319,내복,0.10105,g
D25000ATB,TB,choline bitartrate,319,내복,50,mg
D25000ATB,TB,cholecalciferol granule (as vitamin D),319,내복,400,I.U
D25000ATB,TB,calcium pantothenate,319,내복,30,mg
D25000ATB,TB,folic acid,319,내복,0.4,mg
D25000ATB,TB,pyridoxine hydrochloride,319,내복,50,mg
D25200ACS,CS,magnesium oxide,319,내복,0.25,g
D25200ACS,CS,pyridoxine hydrochloride,319,내복,50,mg
D25200ACS,CS,thiamine nitrate,319,내복,50,mg
D25200ACS,CS,tocopherol acetate,319,내복,0.5,g
D25400ATB,TB,agnus castus fruit 60% ethanol soft ext.(6~12→1),398,내복,20,mg
D25400ATB,TB,colloidal silicon dioxide,398,내복,20,mg
D26000ATB,TB,γ-oryzanol,319,내복,5,mg
D26000ATB,TB,nicotinamide,319,내복,50,mg
D26000ATB,TB,riboflavin,319,내복,50,mg
D26000ATB,TB,anhydrous dibasic calcium phosphate,319,내복,0.1,g
D26000ATB,TB,benfotiamine (as thiamine hydrochloride),319,내복,36.15,mg
D26000ATB,TB,biotin,319,내복,0.2,mg
D26000ATB,TB,magnesium oxide,319,내복,0.1,g
D26000ATB,TB,zinc oxide,319,내복,21.2,mg
D26000ATB,TB,cyanocobalamin,319,내복,50,μg
D26000ATB,TB,ursodeoxycholic acid,319,내복,10,mg
D26000ATB,TB,ubidecarenone,319,내복,10,mg
